Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Loan_Status,Income,Montantparmois,Arembourer,Apasrembourer,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0,2917,536.0,66000.0,360.0,0,3453.0,183.33333333333334,1,0,0,1,0,1,1,0,0
3,6417,0.0,157000.0,180.0,1,6417.0,872.2222222222222,1,0,0,1,1,0,1,0,0
1,4608,2845.0,140000.0,180.0,1,7453.0,777.7777777777778,1,0,0,1,1,0,0,1,0
0,2138,0.0,99000.0,360.0,0,2138.0,275.0,0,1,1,0,1,0,0,1,0
1,3652,0.0,95000.0,360.0,1,3652.0,263.8888888888889,1,0,1,0,1,0,0,1,0
1,2239,2524.0,128000.0,360.0,1,4763.0,355.55555555555554,1,0,0,1,0,1,0,0,1
0,3017,663.0,102000.0,360.0,1,3680.0,283.3333333333333,0,1,0,1,0,1,0,1,0
0,2768,1950.0,155000.0,360.0,1,4718.0,430.55555555555554,1,0,0,1,1,0,1,0,0
0,3358,0.0,80000.0,36.0,0,3358.0,2222.222222222222,1,0,1,0,0,1,0,1,0
0,2526,1783.0,145000.0,360.0,1,4309.0,402.77777777777777,1,0,1,0,1,0,1,0,0
0,5000,0.0,103000.0,360.0,0,5000.0,286.1111111111111,0,1,1,0,1,0,0,1,0
0,2785,2016.0,110000.0,360.0,1,4801.0,305.55555555555554,1,0,0,1,1,0,1,0,0
2,6633,0.0,146050.7614213198,360.0,0,6633.0,405.6965595036661,0,1,0,1,1,0,1,0,0
1,2492,2375.0,146050.7614213198,360.0,1,4867.0,405.6965595036661,1,0,0,1,0,1,1,0,0
1,3333,3250.0,158000.0,360.0,1,6583.0,438.8888888888889,1,0,0,1,1,0,0,0,1
0,2454,2333.0,181000.0,360.0,0,4787.0,502.77777777777777,0,1,0,1,0,1,0,0,1
0,3593,4266.0,132000.0,180.0,0,7859.0,733.3333333333334,0,1,0,1,1,0,1,0,0
1,5468,1032.0,26000.0,360.0,1,6500.0,72.22222222222223,1,0,0,1,1,0,0,1,0
0,2667,1625.0,84000.0,360.0,1,4292.0,233.33333333333334,0,1,1,0,1,0,0,0,1
3,10139,0.0,260000.0,360.0,1,10139.0,722.2222222222222,1,0,0,1,1,0,0,1,0
0,3887,2669.0,162000.0,360.0,1,6556.0,450.0,1,0,0,1,1,0,0,1,0
0,4180,2306.0,182000.0,360.0,1,6486.0,505.55555555555554,1,0,0,1,1,0,0,1,0
2,3675,242.0,108000.0,360.0,1,3917.0,300.0,1,0,0,1,0,1,0,1,0
1,19484,0.0,600000.0,360.0,1,19484.0,1666.6666666666667,1,0,0,1,1,0,0,1,0
0,5923,2054.0,211000.0,360.0,1,7977.0,586.1111111111111,1,0,0,1,1,0,1,0,0
0,5800,0.0,132000.0,360.0,1,5800.0,366.6666666666667,1,0,1,0,0,1,0,1,0
2,8799,0.0,258000.0,360.0,0,8799.0,716.6666666666666,0,1,0,1,1,0,0,0,1
0,4467,0.0,120000.0,360.0,1,4467.0,333.3333333333333,0,1,0,1,0,1,1,0,0
0,3333,0.0,70000.0,360.0,1,3333.0,194.44444444444446,1,0,1,0,1,0,0,0,1
3,3400,2500.0,123000.0,360.0,0,5900.0,341.6666666666667,0,1,0,1,1,0,1,0,0
0,2378,0.0,9000.0,360.0,0,2378.0,25.0,1,0,1,0,1,0,0,0,1
0,3166,2064.0,104000.0,360.0,0,5230.0,288.8888888888889,0,1,0,1,1,0,0,0,1
1,3417,1750.0,186000.0,360.0,1,5167.0,516.6666666666666,1,0,0,1,1,0,0,0,1
0,5116,1451.0,165000.0,360.0,0,6567.0,458.3333333333333,0,1,0,1,1,0,0,0,1
2,16666,0.0,275000.0,360.0,1,16666.0,763.8888888888889,1,0,0,1,1,0,0,0,1
2,6125,1625.0,187000.0,480.0,0,7750.0,389.5833333333333,1,0,0,1,0,1,0,1,0
3,6406,0.0,150000.0,360.0,0,6406.0,416.6666666666667,1,0,0,1,1,0,0,1,0
2,3159,461.0,108000.0,84.0,1,3620.0,1285.7142857142858,1,0,0,1,1,0,0,0,1
0,3087,2210.0,136000.0,360.0,0,5297.0,377.77777777777777,0,1,0,1,1,0,0,1,0
0,3229,2739.0,110000.0,360.0,1,5968.0,305.55555555555554,1,0,1,0,1,0,0,0,1
1,1782,2232.0,107000.0,360.0,1,4014.0,297.22222222222223,1,0,0,1,1,0,1,0,0
0,3182,2917.0,161000.0,360.0,1,6099.0,447.22222222222223,1,0,1,0,1,0,0,0,1
2,6540,0.0,205000.0,360.0,1,6540.0,569.4444444444445,1,0,0,1,1,0,0,1,0
0,1836,10000.0,90000.0,360.0,0,20000.0,250.0,1,0,1,0,1,0,0,0,1
0,3166,0.0,36000.0,360.0,1,3166.0,100.0,1,0,0,1,1,0,0,1,0
1,1880,0.0,61000.0,360.0,0,1880.0,169.44444444444446,0,1,0,1,1,0,1,0,0
1,2787,1917.0,146000.0,360.0,0,4704.0,405.55555555555554,0,1,0,1,1,0,1,0,0
1,4283,3000.0,172000.0,84.0,0,7283.0,2047.6190476190477,1,0,0,1,1,0,1,0,0
0,2297,1522.0,104000.0,360.0,1,3819.0,288.8888888888889,1,0,0,1,1,0,0,0,1
0,2165,0.0,70000.0,360.0,1,2165.0,194.44444444444446,1,0,1,0,0,1,0,1,0
0,4750,0.0,94000.0,360.0,1,4750.0,261.1111111111111,1,0,1,0,1,0,0,1,0
2,2726,0.0,106000.0,360.0,0,2726.0,294.44444444444446,0,1,0,1,1,0,0,1,0
0,3000,3416.0,56000.0,180.0,1,6416.0,311.1111111111111,1,0,0,1,1,0,0,1,0
2,6000,0.0,205000.0,240.0,0,6000.0,854.1666666666666,1,0,0,1,1,0,0,1,0
3,9357,0.0,292000.0,360.0,1,9357.0,811.1111111111111,1,0,1,0,1,0,0,1,0
0,3859,3300.0,142000.0,180.0,1,7159.0,788.8888888888889,1,0,0,1,1,0,1,0,0
0,16120,0.0,260000.0,360.0,1,16120.0,722.2222222222222,1,0,0,1,1,0,0,0,1
0,3833,0.0,110000.0,360.0,1,3833.0,305.55555555555554,1,0,1,0,0,1,1,0,0
2,6383,1000.0,187000.0,360.0,0,7383.0,519.4444444444445,1,0,0,1,0,1,1,0,0
0,2987,0.0,88000.0,360.0,0,2987.0,244.44444444444446,0,1,1,0,1,0,0,1,0
0,9963,0.0,180000.0,360.0,1,9963.0,500.0,1,0,0,1,1,0,1,0,0
2,5780,0.0,192000.0,360.0,1,5780.0,533.3333333333334,1,0,0,1,1,0,0,0,1
3,416,10000.0,350000.0,180.0,0,20000.0,1944.4444444444443,0,1,1,0,1,0,0,0,1
0,2894,2792.0,155000.0,360.0,1,5686.0,430.55555555555554,1,0,0,1,0,1,1,0,0
3,5703,0.0,128000.0,360.0,1,5703.0,355.55555555555554,1,0,0,1,1,0,0,0,1
0,3676,4301.0,172000.0,360.0,1,7977.0,477.77777777777777,1,0,1,0,1,0,1,0,0
1,12000,0.0,496000.0,360.0,1,12000.0,1377.7777777777778,1,0,0,1,1,0,0,1,0
0,2400,3800.0,146050.7614213198,180.0,0,6200.0,811.3931190073322,1,0,0,1,0,1,0,0,1
1,3400,2500.0,173000.0,360.0,1,5900.0,480.55555555555554,1,0,0,1,1,0,0,1,0
2,3987,1411.0,157000.0,360.0,1,5398.0,436.1111111111111,1,0,0,1,0,1,1,0,0
0,3232,1950.0,108000.0,360.0,1,5182.0,300.0,1,0,0,1,1,0,1,0,0
0,2900,0.0,71000.0,360.0,1,2900.0,197.22222222222223,1,0,1,0,1,0,1,0,0
3,4106,0.0,40000.0,180.0,1,4106.0,222.22222222222223,1,0,0,1,1,0,1,0,0
1,8072,240.0,253000.0,360.0,1,8312.0,702.7777777777778,1,0,0,1,1,0,0,0,1
2,7583,0.0,187000.0,360.0,1,7583.0,519.4444444444445,1,0,0,1,1,0,0,0,1
0,4583,0.0,133000.0,360.0,0,4583.0,369.44444444444446,0,1,1,0,1,0,0,1,0
